Timestamp,gun,healthcare,women_issues,genders,taxes,justice,equal,capitalism,two_party,teacher,minimmum wage,immigration,electoral_college,death,church,education_military,justice_reform,drugs,coronavirus,party
2020/10/07 12:15:20 PM EST,1,3,3,1,1,5,5,5,1,4,3,2,5,5,5,3,1,1,5,Republican
2020/10/07 12:16:03 PM EST,1,1,1,1,3,1,5,4,1,4,3,2,5,3,3,3,5,4,5,Republican
2020/10/07 12:16:13 PM EST,3,4,3,1,3,1,4,5,5,5,5,1,5,3,5,2,1,1,4,Republican
2020/10/07 12:16:41 PM EST,5,5,5,5,3,4,1,3,3,5,5,4,3,4,2,2,4,1,1,Democrat
2020/10/07 12:22:09 PM EST,5,5,5,5,5,5,1,1,3,5,5,5,5,1,1,1,5,5,2,Democrat
2020/10/07 12:22:47 PM EST,5,5,4,5,1,5,1,3,1,4,5,5,3,3,1,1,5,5,1,Democrat
2020/10/07 12:23:04 PM EST,4,5,5,5,4,4,2,2,2,4,5,3,3,3,2,2,4,3,2,Democrat
2020/10/07 12:26:46 PM EST,4,5,2,4,5,5,1,1,2,5,5,2,1,1,1,1,5,5,1,Democrat
2020/10/07 12:26:59 PM EST,5,5,4,5,4,5,2,3,1,5,5,4,3,2,3,1,5,5,1,Democrat
2020/10/07 12:28:26 PM EST,1,2,1,1,1,2,3,5,2,3,3,1,2,4,4,4,3,5,4,Republican
2020/10/07 12:34:51 PM EST,3,5,5,2,2,4,2,2,3,5,4,4,2,4,1,1,4,3,2,Democrat
2020/10/07 12:55:05 PM EST,5,5,5,5,3,5,1,4,1,4,5,4,3,3,1,1,5,4,1,Democrat
2020/10/07 1:00:41 PM EST,4,2,1,1,3,4,2,4,2,3,3,5,2,3,4,3,4,4,1,Democrat
2020/10/07 1:06:21 PM EST,5,5,3,2,3,4,1,2,1,4,4,3,1,2,1,1,4,3,1,Democrat
2020/10/07 1:08:13 PM EST,5,5,4,2,2,5,1,1,2,5,5,4,2,2,3,1,5,5,1,Democrat
2020/10/07 1:12:09 PM EST,5,5,3,2,3,3,2,3,3,4,3,3,2,1,3,1,4,2,1,Democrat
2020/10/07 1:18:06 PM EST,2,5,2,5,5,5,1,1,1,5,5,4,2,3,2,1,5,5,1,Democrat
2020/10/07 1:20:13 PM EST,4,5,5,5,3,5,1,3,3,5,5,5,3,2,1,1,5,2,1,Democrat
2020/10/07 1:21:11 PM EST,4,5,3,2,2,2,4,1,2,3,3,2,3,4,3,5,3,2,4,Republican
2020/10/07 1:23:22 PM EST,2,3,1,1,1,3,3,4,3,4,3,2,5,4,4,4,3,4,4,Republican
2020/10/07 1:25:00 PM EST,5,5,3,5,3,5,2,3,1,5,5,5,1,2,2,1,5,1,1,Democrat
2020/10/07 1:29:01 PM EST,2,4,3,5,2,3,2,3,1,5,5,5,3,3,3,2,3,2,2,Democrat
2020/10/07 1:30:07 PM EST,4,5,3,4,4,5,1,3,2,4,4,4,1,1,1,2,5,4,1,Democrat
2020/10/07 1:30:47 PM EST,5,5,5,5,2,5,1,2,1,5,5,5,1,2,1,1,5,5,1,Democrat
2020/10/07 1:37:32 PM EST,1,4,1,1,4,2,5,5,1,4,3,1,5,3,2,1,4,3,4,Republican
2020/10/07 1:38:42 PM EST,1,2,1,1,2,2,3,4,1,3,3,3,5,4,5,3,4,1,2,Republican
2020/10/07 1:41:04 PM EST,5,5,5,4,3,5,1,3,2,5,5,4,1,2,1,1,5,5,1,Democrat
2020/10/07 1:41:23 PM EST,5,5,4,5,5,4,1,2,2,5,5,4,2,2,2,1,4,3,1,Democrat
2020/10/07 1:42:49 PM EST,1,1,1,1,5,1,1,5,1,1,1,1,5,5,1,5,1,5,5,Republican
2020/10/07 1:44:09 PM EST,4,5,2,5,4,5,1,1,1,5,5,4,1,1,1,1,5,5,1,Democrat
2020/10/07 1:44:30 PM EST,5,5,5,4,4,5,2,3,3,5,5,3,1,1,1,1,5,4,2,Democrat
2020/10/07 1:50:43 PM EST,5,5,5,3,1,5,5,1,3,5,5,4,3,4,3,1,5,5,1,Democrat
2020/10/07 1:57:58 PM EST,5,5,5,5,1,5,1,1,3,5,5,5,3,5,1,1,5,1,1,Democrat
2020/10/07 1:58:30 PM EST,5,4,5,5,3,5,1,2,2,5,5,3,1,1,1,3,5,5,1,Democrat
2020/10/07 1:58:34 PM EST,4,5,4,5,5,4,1,2,3,5,4,3,2,4,2,2,4,3,1,Democrat
2020/10/07 2:08:57 PM EST,4,5,5,1,1,3,1,1,3,5,5,2,3,5,5,3,3,5,2,Republican
2020/10/07 2:22:58 PM EST,5,5,5,5,4,5,1,3,2,5,5,4,2,4,2,2,5,4,1,Democrat
2020/10/07 2:31:45 PM EST,5,5,5,5,3,5,1,2,2,5,5,5,1,3,1,1,5,1,1,Democrat
2020/10/07 2:34:12 PM EST,1,2,2,1,1,4,3,4,3,3,3,1,4,3,4,2,3,4,2,Republican
2020/10/07 2:45:28 PM EST,4,5,5,3,2,4,2,2,1,3,4,2,4,1,2,2,3,5,2,Republican
2020/10/07 2:57:06 PM EST,4,4,4,2,3,4,2,3,3,4,4,4,3,2,2,2,4,2,1,Democrat
2020/10/07 2:59:27 PM EST,5,5,3,3,5,5,1,3,1,5,5,4,2,1,1,1,5,4,1,Democrat
2020/10/07 3:09:52 PM EST,5,5,5,3,2,5,1,3,1,5,5,5,3,3,1,1,5,2,1,Democrat
2020/10/07 3:12:14 PM EST,1,4,4,1,2,5,2,5,2,4,4,4,3,1,2,2,5,5,1,Democrat
2020/10/07 3:13:03 PM EST,5,5,5,5,1,5,5,5,3,5,5,5,1,1,1,3,5,5,1,Democrat
2020/10/07 3:15:57 PM EST,3,4,5,5,1,3,4,4,1,5,5,3,1,5,3,1,3,1,5,Republican
2020/10/07 3:20:01 PM EST,1,5,3,3,2,5,3,3,3,4,4,4,3,4,2,4,4,5,2,Republican
2020/10/07 3:34:43 PM EST,5,5,5,5,3,5,3,4,2,5,5,5,3,3,1,1,5,3,1,Democrat
2020/10/07 3:45:10 PM EST,5,5,5,5,3,5,3,4,2,5,5,5,3,3,1,1,5,3,1,Democrat
2020/10/07 3:45:57 PM EST,4,5,3,4,2,5,1,2,1,5,5,3,1,4,2,2,5,5,1,Democrat
2020/10/07 4:02:26 PM EST,5,5,5,5,5,5,2,3,1,5,5,5,1,1,3,1,5,5,1,Democrat
2020/10/07 4:05:14 PM EST,5,5,5,5,4,4,1,2,1,5,4,5,1,1,1,1,5,3,1,Democrat
2020/10/07 4:13:18 PM EST,1,5,2,1,1,5,4,3,3,4,5,5,4,3,3,3,2,1,3,Democrat
2020/10/07 4:31:20 PM EST,4,5,4,5,2,4,5,2,3,4,4,3,3,2,3,1,4,2,1,Republican
2020/10/07 4:45:15 PM EST,1,3,1,3,1,4,3,5,1,4,3,1,4,3,5,1,3,3,2,Republican
2020/10/07 4:47:45 PM EST,1,3,1,3,2,4,4,5,1,4,3,1,4,2,5,1,4,3,2,Republican
2020/10/07 4:53:21 PM EST,4,5,5,1,3,4,1,3,3,5,5,4,3,2,1,2,5,3,2,Republican
2020/10/07 4:59:27 PM EST,5,5,4,5,4,4,1,3,1,4,4,3,2,3,1,1,5,3,1,Democrat
2020/10/07 5:01:19 PM EST,5,5,5,5,5,5,1,5,1,3,3,4,1,4,1,1,5,1,1,Democrat
2020/10/07 5:27:16 PM EST,5,5,5,5,4,5,3,2,1,5,5,5,2,2,1,1,5,5,1,Democrat
2020/10/07 5:29:22 PM EST,1,2,1,1,1,1,5,5,3,3,3,5,5,5,5,5,1,5,5,Republican
2020/10/07 5:35:49 PM EST,3,5,4,5,4,5,2,1,1,4,3,5,1,1,2,1,5,5,3,Democrat
2020/10/07 5:44:18 PM EST,1,4,3,1,1,4,2,5,1,4,5,1,4,5,1,1,5,5,1,Republican
2020/10/07 5:53:35 PM EST,5,3,2,1,2,2,3,3,5,5,4,3,3,4,4,2,3,1,3,Republican
2020/10/07 6:02:13 PM EST,2,5,2,5,4,4,2,2,1,4,4,2,1,3,2,2,4,5,1,Democrat
2020/10/07 6:02:17 PM EST,5,5,5,3,3,4,1,2,1,5,4,3,1,2,1,1,5,4,1,Democrat
2020/10/07 6:11:41 PM EST,4,2,1,3,2,2,2,5,3,5,3,2,4,3,4,1,1,5,2,Democrat
2020/10/07 6:17:55 PM EST,3,5,3,5,3,5,1,1,1,5,5,5,1,2,1,1,5,5,1,Democrat
2020/10/07 6:24:09 PM EST,5,5,4,5,4,5,5,2,2,5,5,4,2,1,1,1,5,5,1,Democrat
2020/10/07 6:24:10 PM EST,5,5,4,5,3,5,5,3,3,4,4,5,1,3,1,1,5,3,1,Democrat
2020/10/07 6:31:41 PM EST,1,1,2,2,1,3,4,5,2,3,1,5,4,2,4,3,3,5,3,Republican
2020/10/07 6:35:52 PM EST,1,1,1,1,1,1,5,5,3,4,3,1,5,5,1,3,2,3,5,Republican
2020/10/07 6:37:24 PM EST,1,5,5,5,5,5,1,1,1,5,5,5,1,1,1,1,5,5,1,Democrat
2020/10/07 6:50:41 PM EST,5,5,4,5,3,4,1,1,1,5,5,4,1,3,3,1,5,5,1,Democrat
2020/10/07 6:52:05 PM EST,5,4,1,1,3,2,4,4,1,5,4,1,1,5,4,2,4,1,1,Republican
2020/10/07 6:55:05 PM EST,2,5,1,5,4,5,1,1,1,5,5,5,1,1,1,1,5,5,1,Democrat
2020/10/07 7:13:24 PM EST,3,5,3,5,4,5,1,2,1,5,5,5,1,1,2,1,5,5,1,Democrat
2020/10/07 7:15:20 PM EST,2,3,2,1,2,3,2,4,3,5,3,2,4,4,4,2,4,5,1,Republican
2020/10/07 7:52:20 PM EST,5,5,5,5,4,5,1,1,1,5,5,5,1,1,2,1,5,5,1,Democrat
2020/10/07 7:52:41 PM EST,5,5,5,5,5,5,1,1,1,5,5,5,3,1,1,1,5,5,1,Democrat
2020/10/07 7:58:50 PM EST,5,5,5,3,3,5,5,3,1,5,3,2,1,3,1,1,5,2,1,Democrat
2020/10/07 8:07:21 PM EST,5,2,1,1,1,3,2,4,2,5,3,5,2,1,1,1,5,5,4,Republican
2020/10/07 8:14:42 PM EST,5,5,5,3,3,4,2,3,4,5,4,4,1,4,2,2,5,4,1,Democrat
2020/10/07 8:16:48 PM EST,5,5,5,3,5,5,5,2,1,5,5,5,1,1,1,1,5,5,1,Democrat
2020/10/07 8:19:17 PM EST,4,5,4,4,4,4,1,2,2,4,5,4,3,3,4,1,5,4,1,Democrat
2020/10/07 8:24:53 PM EST,2,5,5,3,2,5,1,2,3,5,3,4,3,3,3,1,5,3,2,Democrat
2020/10/07 8:42:32 PM EST,5,5,3,4,4,4,1,2,2,5,5,4,1,2,1,1,5,5,1,Democrat
2020/10/07 8:46:49 PM EST,1,1,2,2,1,4,2,4,2,3,3,2,5,1,2,4,4,5,3,Republican
2020/10/07 8:53:32 PM EST,5,5,5,5,1,5,3,1,3,5,1,4,3,3,1,1,5,5,1,Democrat
2020/10/07 8:59:35 PM EST,2,5,1,5,4,5,1,1,1,5,5,5,1,2,1,1,5,5,1,Democrat
2020/10/07 9:08:57 PM EST,1,5,5,3,1,5,1,1,1,4,5,4,1,1,2,1,5,3,1,Democrat
2020/10/07 9:10:36 PM EST,5,5,5,5,3,5,1,2,3,5,5,4,2,5,1,1,5,5,1,Democrat
2020/10/07 9:23:12 PM EST,5,5,4,5,3,5,1,3,1,5,5,5,3,2,1,1,5,5,1,Democrat
2020/10/07 9:27:16 PM EST,1,1,4,1,1,3,2,5,1,3,1,5,5,1,5,3,5,5,3,Republican
2020/10/07 9:29:01 PM EST,1,3,1,1,3,1,5,5,5,4,3,1,4,1,3,3,2,5,3,Republican
2020/10/07 9:49:16 PM EST,5,5,5,4,4,5,1,1,1,5,5,4,1,2,1,1,5,4,1,Democrat
2020/10/07 10:02:26 PM EST,3,5,3,4,1,4,1,2,2,4,5,4,1,2,5,3,5,4,1,Democrat
2020/10/07 10:04:48 PM EST,4,5,5,5,3,4,3,2,3,4,4,4,3,4,3,2,5,4,1,Democrat
2020/10/07 10:15:21 PM EST,3,5,3,5,4,4,2,3,1,5,5,4,3,1,4,2,4,5,2,Democrat
2020/10/07 10:25:22 PM EST,3,5,5,3,2,5,2,1,1,5,5,5,1,1,1,1,5,5,1,Democrat
2020/10/07 11:04:11 PM EST,5,5,4,3,1,4,1,2,3,5,5,4,1,2,1,1,5,3,1,Democrat
2020/10/07 11:51:22 PM EST,5,5,5,5,4,5,5,1,1,4,5,4,3,1,1,1,5,5,1,Democrat
2020/10/08 12:29:33 AM EST,4,5,5,5,2,4,2,3,3,4,3,3,3,2,3,3,4,4,2,Democrat
2020/10/08 12:44:51 AM EST,5,5,3,3,3,5,1,2,2,5,5,3,1,1,2,2,5,5,2,Democrat
2020/10/08 12:53:54 AM EST,5,5,5,5,4,5,1,1,1,5,5,5,1,1,2,1,5,5,1,Democrat
2020/10/08 2:57:55 AM EST,3,5,3,5,2,5,2,2,1,5,4,4,1,1,1,1,5,5,1,Democrat
2020/10/08 4:17:23 AM EST,5,5,5,4,3,5,1,1,1,3,4,4,3,4,3,1,5,4,1,Democrat
2020/10/08 7:37:39 AM EST,5,5,3,5,4,5,1,2,3,5,5,4,2,3,2,1,5,5,1,Democrat
2020/10/08 8:01:49 AM EST,5,5,5,5,1,5,1,1,1,5,5,5,2,4,1,1,5,5,1,Democrat
2020/10/08 8:16:24 AM EST,5,3,5,5,1,5,1,2,1,5,5,2,2,1,2,3,4,1,2,Democrat
2020/10/08 8:23:42 AM EST,4,5,5,5,3,5,2,3,2,4,4,3,3,1,3,1,4,5,1,Republican
2020/10/08 9:17:38 AM EST,1,2,3,3,1,1,1,4,1,3,2,1,5,4,2,4,1,5,3,Republican
